"Arriaga" "Assis_1" "Assis_2" "Campos" "Drummond_1" "Drummond_2" "Espanca" "Feijó" "Junqueiro_1" "Junqueiro_2" "Leal_1" "Leal_2" "Nobre_1" "Nobre_2" "Pascoaes" "Pessoa_1" "Pessoa_2" "Pessoa_3" "Pessoa_4" "Pessoa_5" "Pessoa_6"
"quem" 0.155222115455688 0.145843461351483 0.159430954132941 0.274972307291327 0.0541535795516084 0.0384356683001826 0.39862927477446 0.244698205546493 0.307955517536356 0.107191580588579 0.227006444053896 0.311543506777438 0.29532614278377 0.170245483002911 0.269824614000899 0.62093435836783 0.63746100637461 0.657363852860714 0.534230312623664 0.868964155228597 0.769154915688788
"dos" 0.561756227363442 0.388915896937287 0.445589076935655 0.508242653287287 0.227445034116755 0.393965600076871 0.356668298482411 0.32626427406199 0.248075278015398 0.34106412005457 0.80916813122437 0.60122431132488 0.423728813559322 0.362458125102971 0.254834357667516 0.137985412970629 0.187944430450873 0.188942903816253 0.178076770874555 0.157993482768836 0.118331525490583
"tudo" 0.155222115455688 0.194457948468644 0.134903115035565 0.654199517821073 0.162460738654825 0.4420101854521 0.216798377508917 0.244698205546493 0.153977758768178 0.204638472032742 0.194053895723491 0.120244862264976 0.179763739085773 0.164753693228623 0.217358716834058 0.473092844470727 0.478580147642944 0.47826172528489 0.504550850811239 0.434482077614298 0.512769943792525
"minha" 0.273486584374307 0.23767082590612 0.0899354100237102 0.460024760539519 0.249106465937398 0.163351590275776 0.573466675991328 0.199383723037883 0.0684345594525235 0.116936269732996 0.109841827768014 0.191298644512462 0.507190549563431 0.356966335328684 0.54714435616849 0.354819633353046 0.443703861579896 0.432994154578913 0.346260387811634 0.424607484941246 0.48318706241988
"vida" 0.480449404981891 0.345703019499811 0.298422042351402 0.480875741187203 0.205783602296112 0.192178341500913 0.38464228267711 0.271886895051659 0.0855431993156544 0.0877022022997466 0.102519039250146 0.158504591167468 0.199024139702106 0.148278323905761 0.374756408334583 0.492805046323674 0.457266861715526 0.423153378338483 0.346260387811634 0.365359928902933 0.48318706241988
"ou" 0.155222115455688 0.151245071031167 0.339301774180361 0.345344366977259 0.25993718184772 0.259440761026232 0.0909154486327715 0.398767446075766 0.265183917878529 0.272851296043656 0.241652021089631 0.185832968954963 0.13482280431433 0.049426107968587 0.0974366661669915 0.62093435836783 0.544457576873147 0.535338227479384 0.524337158686189 0.543102597017873 0.473326101962331
"alma" 0.532190110133787 0.448333603413817 0.204398659144796 0.294520101648531 0.0108307159103217 0.0288267512251369 0.447583747115183 0.299075584556824 0.239520958083832 0.0779575131553304 0.157439953134153 0.191298644512462 0.147663071391885 0.19221264210006 0.262329485834208 0.522373349103095 0.523144290945729 0.525497451238954 0.35615354174911 0.582600967710082 0.532491864707623
"d" 1.30830068741223 0.167449900070221 0.0981113563895021 0.00130318629048022 0 0 0.349674802433737 1.54069240529273 1.12061591103507 0.896511401286299 1.03617457527827 1.05487538259729 0.75115562403698 0.719424460431655 0.284814870334283 0.019712201852947 0.02712600027126 0.0236178629770316 0 0.0691221487113657 0.00986096045754857
"mim" 0.170005174070515 0.102630583914006 0.0245278390973755 0.514758584739688 0.173291454565147 0.240222926876141 0.440590251066508 0.117817654522385 0.0342172797262618 0.00974468914441629 0.0988576449912126 0.174901617839965 0.250385208012327 0.131802954582899 0.382251536501274 0.630790459294303 0.47470500474705 0.494006967269578 0.524337158686189 0.48385504097956 0.443743220589685
"das" 0.450883287752236 0.248474045265489 0.298422042351402 0.484785300058643 0.25993718184772 0.182569424425867 0.174837401216868 0.226572412543049 0.28229255774166 0.253361917754824 0.600468658465144 0.573895933537385 0.276065742167437 0.362458125102971 0.367261280167891 0.236546422235364 0.17631900176319 0.183038438071995 0.227542540561931 0.187617260787992 0.0493048022877428
"só" 0.103481410303792 0.151245071031167 0.151255007767149 0.311461523424774 0.173291454565147 0.144133756125685 0.230785369606266 0.3715787565706 0.111206159110351 0.126680958877412 0.194053895723491 0.196764320069961 0.346687211093991 0.137294744357186 0.142407435167141 0.611078257441356 0.519269148049834 0.494006967269578 0.415512465373961 0.513478818998716 0.591657627452914
"te" 0.391751053292926 0.432128774374764 0.286158122802714 0.17462696292435 0.38990577277158 0.701450946478332 0.622421148332051 0.262823998549937 0.265183917878529 0.175404404599493 0.380785002929115 0.327940533449934 0.622752953261428 0.302048437585809 0.254834357667516 0.216834220382417 0.25769700257697 0.279478045228208 0.217649386624456 0.187617260787992 0.433882260132137
"nem" 0.0591322344593096 0.264678874304543 0.286158122802714 0.284094611324689 0.335752193219972 0.230614009801095 0.139869920973495 0.299075584556824 0.128314798973482 0.155915026310661 0.172085530169889 0.224092697857455 0.173343605546995 0.0659014772914493 0.104931794333683 0.502661147250148 0.496018290674469 0.492038812021492 0.405619311436486 0.543102597017873 0.650823390198205
"ó" 0.0073915293074137 0.162048290390536 0.0572316245605429 0.314067896005734 0.0433228636412867 0.0672624195253195 0.286733337995664 0 0.29940119760479 0.253361917754824 0.633421206795548 0.606689986882379 0.654853620955316 1.04344005711461 0.442212561834807 0.177409816676523 0.102691286741199 0.110216693892814 0.0890383854372774 0.118495112076627 0.0493048022877428
"onde" 0.391751053292926 0.11883541295306 0.151255007767149 0.242392650029322 0.238275750027077 0.182569424425867 0.237778865654941 0.28094979155338 0.153977758768178 0.155915026310661 0.120826010544815 0.125710537822475 0.154083204930663 0.291064858037234 0.217358716834058 0.502661147250148 0.412702718412741 0.40543998110571 0.366046695686585 0.473980448306507 0.285967853268908
"nada" 0.0221745879222411 0.0918273645546373 0.0817594636579184 0.276275493581808 0.12996859092386 0.0960891707504564 0.167843905168194 0.0996918615189415 0.0342172797262618 0.0974468914441629 0.0878734622144113 0.0983821600349803 0.115562403697997 0.0988522159371739 0.0374756408334583 0.630790459294303 0.527019433841623 0.51762483024661 0.514444004748714 0.434482077614298 0.640962429740657
"sou" 0.0443491758444822 0.0864257548749527 0.0245278390973755 0.256727699224604 0.0974764431928951 0.163351590275776 0.419609762920484 0.0181257930034439 0.0342172797262618 0.0389787565776652 0.150117164616286 0.060122431132488 0.141242937853107 0.0384425284200121 0.367261280167891 0.542085550956042 0.472767433299103 0.474325414788719 0.514444004748714 0.414732892268194 0.502908983334977
"sei" 0.125655998226033 0.113433803273375 0.0204398659144796 0.213722551638757 0.140799306834182 0.0864802536754108 0.26575284984964 0.0634402755120537 0.0342172797262618 0.0292340674332489 0.0659050966608084 0.131176213379974 0.13482280431433 0.126311164808611 0.0974366661669915 0.482948945397201 0.482455290538839 0.505815898758094 0.405619311436486 0.404858299595142 0.680406271570851
"há" 0 0 0.0163518927315837 0.324493386329576 0.357413625040615 0.403574517151917 0.223791873557591 0.00906289650172195 0 0 0 0 0 0 0 0.551941651882515 0.480517719090891 0.501879588261922 0.534230312623664 0.513478818998716 0.384577457844394
"já" 0.073915293074137 0.280883703343596 0.212574605510588 0.126409070176582 0.32492147730965 0.288267512251369 0.202811385411567 0.145006344027551 0.171086398631309 0.214383161177158 0.219683655536028 0.213161346742457 0.365947611710324 0.252622329617222 0.307300254834358 0.305539128720678 0.302261145879754 0.303095908205239 0.247328848436882 0.365359928902933 0.394438418301943
"nos" 0.384359523985513 0.23767082590612 0.228926498242172 0.216328924219717 0.346582909130293 0.259440761026232 0.314707322190363 0.217509516041327 0.248075278015398 0.311830052621321 0.369800820152314 0.360734586794928 0.16050333846944 0.197704431874348 0.397241792834657 0.187265917602996 0.17631900176319 0.186974748568167 0.158290462999604 0.17774266811494 0.167636327778326
"noite" 0.177396703377929 0.226867606546751 0.196222712779004 0.169414217762429 0.314090761399329 0.249831843951187 0.356668298482411 0.217509516041327 0.222412318220701 0.175404404599493 0.0146455770357352 0.0327940533449934 0.179763739085773 0.23614696029436 0.562134612501874 0.206978119455943 0.302261145879754 0.305064063453325 0.336367233874159 0.217241038807149 0.502908983334977
"quando" 0.34001034814103 0.286285313023281 0.2003106859619 0.183749266957712 0.0433228636412867 0.0384356683001826 0.216798377508917 0.181257930034439 0.145423438836612 0.146170337166244 0.227006444053896 0.284215128989943 0.340267077555213 0.400900653522983 0.164892819667216 0.177409816676523 0.242196430993393 0.242083095514574 0.217649386624456 0.335736150883776 0.315550734641554
"á" 0.694803754896888 0.518554529249716 0.576404218788325 0.0312764709715254 0 0.0288267512251369 0 0.444081928584376 0.48759623609923 0.380042876632235 0.582161687170475 0.404459991254919 0.558551617873652 0.604096875171618 0.427222305501424 0 0.00193757144794714 0.00196815524808597 0.00989315393747527 0 0
"coração" 0.14043905684086 0.275482093663912 0.155342980950045 0.164201472600508 0.0108307159103217 0.0576535024502739 0.13287642492482 0.262823998549937 0.0513259195893926 0.0682128240109141 0.0659050966608084 0.125710537822475 0.179763739085773 0.137294744357186 0.187378204167291 0.295683027794205 0.315824146015384 0.322777460686099 0.326474079936684 0.414732892268194 0.20708016960852
"amor" 0.413925641215167 0.788635013233944 0.2003106859619 0.0599465693620903 0.173291454565147 0.22100509272605 0.748304077208196 0.299075584556824 0.0684345594525235 0.0974468914441629 0.164762741652021 0.224092697857455 0.13482280431433 0.104344005711461 0.149902563333833 0.19712201852947 0.16275600162756 0.155484264598792 0.158290462999604 0.148118890095784 0.187358248693423
"mundo" 0.583930815285683 0.0270080483984227 0.0286158122802714 0.17723333550531 0.292429329578685 0.269049678101278 0.279739841946989 0.126880551024107 0.162532078699743 0.107191580588579 0.234329232571763 0.14757324005247 0.224704673857216 0.148278323905761 0.269824614000899 0.236546422235364 0.21700800217008 0.216497077289457 0.207756232686981 0.17774266811494 0.20708016960852
"dia" 0.214354349914997 0.172851509749905 0.171694873681629 0.151169609695706 0.162460738654825 0.124915921975593 0.195817889362893 0.154069240529273 0.162532078699743 0.136425648021828 0.128148799062683 0.213161346742457 0.250385208012327 0.219671590971498 0.172387947833908 0.374531835205993 0.24413400244134 0.240114940266488 0.267115156311832 0.128369704749679 0.315550734641554
"teu" 0.502623992904132 0.410522335656025 0.138991088218461 0.0508242653287287 0.303260045489007 0.259440761026232 0.38464228267711 0.199383723037883 0.128314798973482 0.107191580588579 0.28925014645577 0.333406209007433 0.199024139702106 0.0988522159371739 0.404736921001349 0.128129312044155 0.170506287419349 0.177133972327737 0.0890383854372774 0.138244297422731 0.256384971896263
"entre" 0.14043905684086 0.199859558148328 0.228926498242172 0.102951716947938 0.162460738654825 0.124915921975593 0.0559479683893979 0.172195033532717 0.0940975192472198 0.272851296043656 0.197715289982425 0.262352426759948 0.154083204930663 0.19221264210006 0.112426922500375 0.206978119455943 0.269322431264653 0.293255131964809 0.366046695686585 0.256739409499358 0.226802090523617
"sol" 0.473057875674477 0.183654729109275 0.183958793230316 0.11468039356226 0.0974764431928951 0.0672624195253195 0.39862927477446 0.262823998549937 0.136869118905047 0.0584681348664978 0.194053895723491 0.262352426759948 0.179763739085773 0.318523806908672 0.322290511167741 0.147841513897102 0.166631144523454 0.179102127575823 0.267115156311832 0.157993482768836 0.13805344640568
"são" 0.0665237637667233 0.0972289742343218 0.0817594636579184 0.209812992767316 0.444059352323189 0.278658595176324 0.258759353800965 0.0634402755120537 0.102651839178785 0.126680958877412 0.073227885178676 0.153038915609969 0.29532614278377 0.197704431874348 0.142407435167141 0.22669032130889 0.238321288097499 0.2243696982818 0.0989315393747527 0.276488594845463 0.20708016960852
"olhos" 0.118264468918619 0.334899800140442 0.474204889215927 0.1185899524337 0.422397920502545 0.15374267320073 0.39862927477446 0.435019032082654 0.0684345594525235 0.0194893782888326 0.0915348564733451 0.240489724529952 0.205444273240883 0.313032017134384 0.337280767501124 0.0295683027794205 0.112379143980934 0.0964396071562125 0.108824693312228 0.187617260787992 0.0591657627452914
"seu" 0.177396703377929 0.0432128774374764 0.171694873681629 0.0677656871049717 0.249106465937398 0.0960891707504564 0.0629414644380726 0.407830342577488 0.230966638152267 0.224127850321575 0.446690099589924 0.317009182334937 0.199024139702106 0.23614696029436 0.412232049168041 0.167553715750049 0.145317858596036 0.139739022614104 0.16818361693708 0.167868075441888 0.0887486441179371
"deus" 0.716978342819129 0.102630583914006 0.0899354100237102 0.164201472600508 0.0541535795516084 0.0192178341500913 0.209804881460242 0.126880551024107 0.658682634730539 0.350808809198987 0.10618043350908 0.14757324005247 0.250385208012327 0.197704431874348 0.254834357667516 0.0887049083382614 0.120129429772723 0.118089314885158 0.227542540561931 0.108620519403575 0.0986096045754856
"ter" 0.0591322344593096 0.0270080483984227 0.0204398659144796 0.229360787124519 0 0.0288267512251369 0.111895936778796 0.0362515860068878 0.0256629597946963 0.0292340674332489 0.0475981253661394 0.0327940533449934 0.0770416024653313 0.0768850568400242 0.0149902563333833 0.354819633353046 0.344887717734591 0.338522702670787 0.395726157499011 0.296237780191567 0.384577457844394
"tão" 0.177396703377929 0.129638632312429 0.147167034584253 0.164201472600508 0.249106465937398 0.192178341500913 0.237778865654941 0.28094979155338 0.136869118905047 0.0974468914441629 0.0695664909197422 0.0929164844774814 0.571391884951207 0.23614696029436 0.0899415380002998 0.177409816676523 0.155005715835771 0.159420575094963 0.108824693312228 0.187617260787992 0.216941130066068
"lhe" 0.170005174070515 0.41592394533571 0.972937617529229 0.0417019612953672 0.140799306834182 0.0288267512251369 0.0559479683893979 0.199383723037883 0.265183917878529 0.321574741765738 0.186731107205624 0.180367293397464 0.192604006163328 0.225163380745785 0.217358716834058 0.0788488074117879 0.0581271434384143 0.0590446574425791 0.0593589236248516 0.0197491853461045 0.108470565033034
"tu" 0.229137408529825 0.394317506616972 0.224838525059276 0.113377207271779 0.0974764431928951 0.0864802536754108 0.272746345898315 0.172195033532717 0.230966638152267 0.0877022022997466 0.351493848857645 0.240489724529952 0.353107344632768 0.175737272777198 0.284814870334283 0.0689927064853144 0.0755652864699386 0.0728217441791809 0.0395726157499011 0.0394983706922089 0.147914406863228
"à" 0 0.00540160967968455 0 0.319280641167655 0.216614318206433 0.105698087825502 0.377648786628436 0.0181257930034439 0.0171086398631309 0 0 0 0.0256805341551104 0.0109835795485749 0.0149902563333833 0.206978119455943 0.267384859816706 0.267669113739692 0.237435694499406 0.365359928902933 0.256384971896263
"luz" 0.724369872126543 0.194457948468644 0.134903115035565 0.0690688733954519 0.0108307159103217 0.0672624195253195 0.230785369606266 0.389704549574044 0.248075278015398 0.18514909374391 0.161101347393087 0.295146480104941 0.115562403697997 0.126311164808611 0.629590766002099 0.0887049083382614 0.104628858189146 0.10234407290047 0.0692520775623269 0.157993482768836 0.118331525490583
"porque" 0.0591322344593096 0.0972289742343218 0.0245278390973755 0.203297061314915 0.0758150113722517 0.0192178341500913 0.13287642492482 0.0362515860068878 0.0684345594525235 0.0877022022997466 0.0402753368482718 0.00546567555749891 0.154083204930663 0.0823768466143116 0.0974366661669915 0.266114725014784 0.28482300284823 0.291286976716723 0.306687772061733 0.365359928902933 0.335272655556651
"meus" 0.110872939611206 0.221465996867066 0.0817594636579184 0.187658825829152 0.368244340950937 0.105698087825502 0.524512203650605 0.244698205546493 0.00855431993156544 0.0487234457220815 0.054920913884007 0.174901617839965 0.269645608628659 0.164753693228623 0.299805126667666 0.0689927064853144 0.131754858460406 0.127930091125588 0.118717847249703 0.148118890095784 0.128192485948131
"tenho" 0.0221745879222411 0.0324096580781073 0.00817594636579184 0.276275493581808 0.032492147730965 0.115307004900548 0.258759353800965 0.0362515860068878 0.0256629597946963 0.00974468914441629 0.0475981253661394 0.0655881066899869 0.121982537236775 0.0768850568400242 0.022485384500075 0.394244037058939 0.234446145201604 0.238146785018402 0.257222002374357 0.197491853461045 0.187358248693423
"tem" 0.103481410303792 0.11883541295306 0.049055678194751 0.11598357985274 0.0866457272825734 0.0288267512251369 0.125882928876145 0.0815660685154976 0.111206159110351 0.155915026310661 0.128148799062683 0.196764320069961 0.192604006163328 0.175737272777198 0.0524658971668416 0.246402523161837 0.232508573753657 0.236178629770316 0.247328848436882 0.335736150883776 0.197219209150971
"era" 0.0221745879222411 0.17825311942959 0.286158122802714 0.161595100019548 0.173291454565147 0.144133756125685 0.0769284565354221 0.117817654522385 0.136869118905047 0.155915026310661 0.054920913884007 0.218627022299956 0.205444273240883 0.21417980119721 0.127417178833758 0.167553715750049 0.156943287283719 0.159420575094963 0.16818361693708 0.0493729633652612 0.197219209150971
"assim" 0.103481410303792 0.124237022632745 0.11037527593819 0.105558089528898 0.0758150113722517 0.0672624195253195 0.286733337995664 0.0271886895051659 0.076988879384089 0.136425648021828 0.161101347393087 0.153038915609969 0.333846944016436 0.25811411939151 0.149902563333833 0.177409816676523 0.17631900176319 0.185006593320081 0.148397309062129 0.207366446134097 0.197219209150971
"bem" 0.243920467144652 0.113433803273375 0.0858474368408143 0.0886166677526552 0.0433228636412867 0.115307004900548 0.188824393314218 0.0271886895051659 0.128314798973482 0.155915026310661 0.128148799062683 0.235024048972453 0.186183872624551 0.131802954582899 0.104931794333683 0.266114725014784 0.211195287826239 0.212560766793285 0.197863078749505 0.167868075441888 0.216941130066068
"sempre" 0.103481410303792 0.0486144871171609 0.0245278390973755 0.239786277448361 0.12996859092386 0.144133756125685 0.258759353800965 0.172195033532717 0.0342172797262618 0.155915026310661 0.146455770357352 0.169435942282466 0.173343605546995 0.120819375034324 0.112426922500375 0.137985412970629 0.164693573075507 0.149579798854534 0.138504155124654 0.128369704749679 0.147914406863228
