"Arriaga" "Assis_1" "Assis_2" "Caeiro_1" "Caeiro_2" "Campos_1" "Campos_2" "Campos_3" "Campos_4" "Drummond_1" "Drummond_2" "Espanca" "Feijó" "Junqueiro_1" "Junqueiro_2" "Leal_1" "Leal_2" "Nobre_1" "Nobre_2" "Pascoaes" "Pessoa_1" "Pessoa_2" "Pessoa_3" "Pessoa_4" "Reis_1"
"a" 4.44970064306305 4.48333603413817 4.25558008339465 3.80392912172573 3.48516777435565 3.35795836131632 3.11767886105605 3.47557443521915 3.28770328770329 2.78349398895267 2.82502162006342 4.21707811735086 5.23835417799529 4.47390932420873 4.02455661664393 3.51493848857645 3.4761696545693 3.3256291730868 3.8497446317755 4.54204766901514 4.0792312218082 4.03635652853792 3.83521333987249 3.55164226355362 3.87550797898702
"e" 3.74011382955133 3.27337546588883 4.07162129016434 4.37211093990755 4.55503323066948 3.36755252806294 3.09064696341683 3.41764819463217 2.88990288990289 3.16256904581393 3.08446238108965 3.44779355199664 3.04513322457858 3.5158254918734 4.6677061001754 4.03851786760398 4.67861827721906 2.92116076014381 2.96556647811522 4.8493479238495 3.25554030202 3.2642689601251 3.83521333987249 3.19548872180451 3.11230052532461
"que" 3.5035848917141 2.54955976881111 3.102771645818 4.41063174114022 4.99270546279786 3.62659503022163 2.97350874031357 3.45626568835683 3.86100386100386 2.03617459114047 1.84491207840876 3.86740331491713 3.32608301613196 2.40376390076989 1.8514909374391 3.44171060339777 2.40489724529952 3.53107344632768 3.03695974518095 3.09548793284365 4.92253383016278 4.77912431587177 4.80627758705248 5.13454689354966 4.68827435821191
"o" 3.59228324340306 3.39221087884189 3.63829613277737 3.25500770416025 3.40411736099854 2.91662669097189 2.66714723373581 2.4618652249469 3.31110331110331 2.61020253438752 2.78658595176324 2.7414504510805 3.36233460213884 3.86655260906758 3.8296628337556 3.56619800820152 2.67818102317446 2.27272727272727 3.06991048382668 2.79568280617599 3.50068640909982 3.80179827990618 3.91368317802845 3.6802532647408 3.60788978094955
"de" 1.98832138369429 2.50634689137363 2.6081268906876 2.29198767334361 2.28562165667045 3.40592919504941 3.82050819967562 3.64935315698011 3.59190359190359 3.37918336402036 3.90122033246853 3.36387159941255 2.45604495196665 2.68605645851155 2.47515104268174 1.51947861745753 1.89112374289462 2.56805341551104 2.92712394969521 3.15544895817718 2.20631496371838 2.5312744331509 2.4717999019127 3.03719825880491 2.03191594806225
"não" 0.406534111907754 1.08572354561659 0.895266127054206 2.44607087827427 2.69087372345599 1.85167418209728 1.00919084519733 1.32264916006951 1.93050193050193 1.75457597747211 1.47977322955703 0.951115462619764 0.516585100598151 0.521813515825492 0.467745078931982 0.5199179847686 0.677743769129864 1.27760657421674 0.928112471854577 0.487183330834957 2.27495587370073 1.87646598905395 2.27562530652281 2.22595963593194 2.07156308851224
"um" 1.07177174957499 1.2585750553665 0.923881939334478 1.12673343605547 0.778083968228238 1.0073875083949 1.00919084519733 0.830276115080131 0.865800865800866 1.07224087512185 1.2203324685308 0.979089446814463 1.17817654522385 2.31822070145423 2.04638472032742 1.56341534856473 1.65063401836467 0.841037493579866 0.955571420726015 0.86193973916954 0.990390272602471 1.07505863956216 1.23589995095635 1.24653739612188 0.634354247199921
"do" 1.62613644763101 1.49624588127262 1.34085520398986 0.982280431432974 0.79429405089966 0.978605008155042 1.00018021265093 1.15852481173972 1.25190125190125 0.823134409184447 0.97050062457961 0.755297573256871 1.00598151169114 1.47134302822926 1.05242642759696 1.57439953134153 1.0166156536948 0.738315356959425 0.933604261628865 1.05681307150352 1.26495391253187 1.03596559812353 1.3339872486513 0.93984962406015 1.03082565169987
"é" 0.532190110133787 0.65359477124183 0.502820701496198 2.16679506933744 2.69087372345599 1.05535834212799 0.666786808433952 0.926819849391774 1.38060138060138 1.09390230694249 0.884020370904199 1.1888943282747 0.670654341127424 1.17194183062447 0.808809198986552 0.662712360867018 0.579361609094884 0.969440164355419 0.87868636388599 1.01933743067006 1.73563443812512 2.01329163408913 1.68710152035311 1.99841709537 1.34800277529983
"os" 1.04959716165275 0.864257548749527 1.35720709672145 0.963020030816641 0.891554546928189 1.05535834212799 1.09929717066138 1.55435412241746 0.666900666900667 0.833965125094769 1.19150571730566 0.986082942863137 0.679717237629146 1.14627887082977 1.10114987331904 1.40963678968951 1.59051158723218 0.918079096045198 1.13130869350321 0.652076150502174 0.500098058442832 0.498436278342455 0.62775870524767 0.415512465373961 1.24888492417484
