"Arriaga" "Assis_1" "Assis_2" "Caeiro" "Drummond_1" "Drummond_2" "Espanca" "Feijó" "Junqueiro_1" "Junqueiro_2" "Leal_1" "Leal_2" "Nobre_1" "Nobre_2" "Pascoaes" "Pessoa_1" "Pessoa_2" "Pessoa_3" "Pessoa_4" "Pessoa_5" "Pessoa_6"
"lugar" 0.0073915293074137 0.00540160967968455 0 0.0150229099376549 0.0216614318206433 0.0192178341500913 0 0 0 0 0 0.00546567555749891 0 0 0 0.039424403705894 0.0484392861986786 0.0511720364502352 0.0989315393747527 0.0493729633652612 0.0394438418301943
"modo" 0 0.0108032193593691 0.0163518927315837 0.0901374596259295 0.0216614318206433 0.00960891707504564 0 0 0.0342172797262618 0.00974468914441629 0.0036613942589338 0.0218627022299956 0.0128402670775552 0.00549178977428744 0 0.019712201852947 0.0193757144794714 0.0216497077289457 0.0197863078749505 0.00987459267305224 0.0295828813726457
"arvoredo" 0 0.0108032193593691 0.0286158122802714 0 0 0 0 0.0181257930034439 0 0.0194893782888326 0 0 0 0.0109835795485749 0.0149902563333833 0.0295683027794205 0.0484392861986786 0.0590446574425791 0.0197863078749505 0.0691221487113657 0.0197219209150971
"céus" 0.0295661172296548 0.0216064387187382 0.0204398659144796 0 0 0 0.0629414644380726 0 0 0 0 0.00546567555749891 0.0385208012326656 0.0604096875171618 0.0149902563333833 0.019712201852947 0.0348762860630486 0.0295223287212895 0.0296794618124258 0.0493729633652612 0.00986096045754857
"desce" 0.0073915293074137 0.0486144871171609 0.0163518927315837 0.0250381832294249 0.0216614318206433 0 0.0139869920973495 0.00906289650172195 0 0 0.0036613942589338 0 0 0 0.022485384500075 0 0.0368138575109957 0.0334586392174615 0.0494657696873763 0.0394983706922089 0.0788876836603885
"dum" 0 0 0 0.0150229099376549 0 0 0.230785369606266 0 0.00855431993156544 0 0 0 0 0 0.0149902563333833 0.0295683027794205 0.0290635717192071 0.0295223287212895 0.0692520775623269 0.0296237780191567 0.00986096045754857
"exterior" 0 0 0.00408797318289592 0.130198552793009 0 0 0 0 0 0 0 0 0 0 0 0.0295683027794205 0.0213132859274186 0.0216497077289457 0.0296794618124258 0.0296237780191567 0.0197219209150971
"próprio" 0 0 0 0.0325496381982523 0 0.0288267512251369 0.00699349604867473 0 0 0 0 0 0 0 0 0.00985610092647349 0.0484392861986786 0.0452675707059773 0.0395726157499011 0.0888713340574701 0.06902672320284
"vista" 0.0221745879222411 0.00540160967968455 0.0245278390973755 0.0350534565211948 0 0 0 0.00906289650172195 0.00855431993156544 0 0.0036613942589338 0.0109313511149978 0.0192604006163328 0.0109835795485749 0.00749512816669165 0.019712201852947 0.0368138575109957 0.0354267944655474 0.0197863078749505 0.0394983706922089 0.0591657627452914
"viu" 0.0073915293074137 0.0162048290390536 0.0817594636579184 0.0225343649064824 0 0.00960891707504564 0.0279739841946989 0.0543773790103317 0.0342172797262618 0.0682128240109141 0.054920913884007 0.0109313511149978 0.032100667693888 0.0164753693228623 0.022485384500075 0 0.00193757144794714 0.00196815524808597 0 0 0.00986096045754857
"cleon" 0 0.459136822773186 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"digo" 0.0073915293074137 0 0.00817594636579184 0.0901374596259295 0.0108307159103217 0 0.0489544723407231 0 0.00855431993156544 0 0 0.0109313511149978 0.0192604006163328 0.0219671590971498 0.00749512816669165 0 0.0174381430315243 0.0177133972327737 0.0296794618124258 0.0394983706922089 0.0197219209150971
"elas" 0 0.00540160967968455 0.00408797318289592 0.112671824532412 0.0216614318206433 0.0576535024502739 0.0489544723407231 0 0 0 0 0 0 0 0.0674561535002249 0.019712201852947 0.00968785723973572 0.00984077624042985 0 0.0197491853461045 0
"espera" 0.0073915293074137 0.0432128774374764 0.0163518927315837 0 0.06498429546193 0.0384356683001826 0.0279739841946989 0.0543773790103317 0.00855431993156544 0 0.0146455770357352 0.00546567555749891 0.0385208012326656 0.0384425284200121 0.00749512816669165 0.019712201852947 0.0213132859274186 0.0236178629770316 0 0.0296237780191567 0.0394438418301943
"ficou" 0 0.0108032193593691 0.0449677050118551 0.00250381832294249 0.0108307159103217 0.134524839050639 0.0349674802433737 0.0181257930034439 0.0427715996578272 0.0682128240109141 0 0.00546567555749891 0.0192604006163328 0.0219671590971498 0.022485384500075 0.039424403705894 0.0193757144794714 0.0177133972327737 0.00989315393747527 0 0.0197219209150971
"santo" 0.0517407051518959 0.0108032193593691 0.0245278390973755 0.00500763664588497 0 0.00960891707504564 0.0279739841946989 0.0271886895051659 0.102651839178785 0.175404404599493 0.036613942589338 0.0163970266724967 0.0256805341551104 0.0384425284200121 0 0.00985610092647349 0.00387514289589429 0.00393631049617194 0 0 0.00986096045754857
"beijo" 0.0073915293074137 0.0324096580781073 0.0122639195486878 0 0.032492147730965 0.0480445853752282 0.13287642492482 0.0725031720137756 0.00855431993156544 0.0292340674332489 0.0109841827768014 0 0.0128402670775552 0.0384425284200121 0.0824464098336082 0 0.00775028579178857 0.00787262099234388 0 0 0.0394438418301943
"jesus" 0.0886983516889644 0 0.0122639195486878 0.0100152732917699 0.0108307159103217 0 0.00699349604867473 0.00906289650172195 0.196749358426005 0.0389787565776652 0.036613942589338 0.0546567555749891 0.00642013353877761 0.0109835795485749 0.0674561535002249 0.00985610092647349 0.00193757144794714 0.00196815524808597 0 0 0
"pressa" 0 0 0 0.147725281053607 0.06498429546193 0.00960891707504564 0 0 0 0 0 0 0.00642013353877761 0 0 0.039424403705894 0.0116254286876829 0.0118089314885158 0 0 0.00986096045754857
"seria" 0.0147830586148274 0.0162048290390536 0.00817594636579184 0.0751145496882746 0.0216614318206433 0.0480445853752282 0.00699349604867473 0.00906289650172195 0.00855431993156544 0.0194893782888326 0.0036613942589338 0.0163970266724967 0.0192604006163328 0.0109835795485749 0 0.00985610092647349 0.0174381430315243 0.0196815524808597 0 0.0197491853461045 0.0394438418301943
"sorrir" 0 0.00540160967968455 0 0.00250381832294249 0.0216614318206433 0.00960891707504564 0.0279739841946989 0.0725031720137756 0.0171086398631309 0 0.0109841827768014 0.0327940533449934 0.0385208012326656 0.0219671590971498 0.0299805126667666 0.0591366055588409 0.0310011431671543 0.0295223287212895 0.0296794618124258 0 0.0197219209150971
"verdes" 0.0073915293074137 0.0270080483984227 0.00817594636579184 0.0701069130423896 0 0 0.00699349604867473 0 0.00855431993156544 0.00974468914441629 0.0256297598125366 0.0218627022299956 0.0385208012326656 0.049426107968587 0.0299805126667666 0.0295683027794205 0.00968785723973572 0.00984077624042985 0.0197863078749505 0 0
"aquelle" 0.0369576465370685 0.0756225355155836 0.0613195977434388 0 0 0 0 0.00906289650172195 0.0513259195893926 0.0292340674332489 0.0292911540714704 0.0710537822474858 0.0577812018489985 0.049426107968587 0 0 0 0 0 0 0
"ceus" 0.384359523985513 0 0 0 0 0 0 0.00906289650172195 0 0 0.0622437024018746 0.060122431132488 0.0128402670775552 0 0 0 0 0 0 0 0
"cidade" 0 0 0.0327037854631674 0.0100152732917699 0.162460738654825 0.15374267320073 0.0209804881460242 0.0271886895051659 0.00855431993156544 0 0.0292911540714704 0.0109313511149978 0.0642013353877761 0.0164753693228623 0.00749512816669165 0 0.00581271434384143 0.00787262099234388 0.00989315393747527 0.00987459267305224 0
"havia" 0.0073915293074137 0.0270080483984227 0.0327037854631674 0.0600916397506197 0 0.0288267512251369 0.0139869920973495 0 0.0256629597946963 0 0.0073227885178676 0.0109313511149978 0.032100667693888 0.0384425284200121 0.00749512816669165 0.019712201852947 0.01356300013563 0.0137770867366018 0.00989315393747527 0.0197491853461045 0.00986096045754857
"lar" 0.0221745879222411 0.0108032193593691 0.00817594636579184 0 0 0 0 0.0543773790103317 0.00855431993156544 0.00974468914441629 0.0256297598125366 0.0109313511149978 0.0449409347714432 0.0604096875171618 0.0374756408334583 0 0.0290635717192071 0.0236178629770316 0.0197863078749505 0.0394983706922089 0.0295828813726457
"negro" 0.0073915293074137 0 0.00817594636579184 0.0100152732917699 0 0.0960891707504564 0 0.00906289650172195 0.0513259195893926 0.0682128240109141 0.0402753368482718 0.0163970266724967 0.00642013353877761 0.0329507386457246 0.0149902563333833 0.039424403705894 0.0193757144794714 0.0196815524808597 0.0197863078749505 0.00987459267305224 0.0197219209150971
"olho" 0.0147830586148274 0 0.00408797318289592 0.0475725481359073 0.0433228636412867 0.0288267512251369 0.0139869920973495 0 0 0.00974468914441629 0.0109841827768014 0.00546567555749891 0 0 0.0149902563333833 0.039424403705894 0.0310011431671543 0.0295223287212895 0.0197863078749505 0.0197491853461045 0.0591657627452914
"paisagem" 0 0 0 0.00250381832294249 0.0108307159103217 0 0.0209804881460242 0 0 0 0 0 0 0 0.112426922500375 0.0295683027794205 0.0445641433027843 0.0472357259540633 0.0692520775623269 0.0296237780191567 0.0295828813726457
"praia" 0.0073915293074137 0.0108032193593691 0.0327037854631674 0 0.0433228636412867 0.0480445853752282 0 0.0271886895051659 0 0 0.0146455770357352 0.00546567555749891 0 0.0384425284200121 0.0149902563333833 0.0689927064853144 0.0310011431671543 0.0354267944655474 0.0197863078749505 0.00987459267305224 0.0197219209150971
"cai" 0 0 0 0.0200305465835399 0 0.0288267512251369 0.00699349604867473 0 0.0171086398631309 0 0 0 0 0.00549178977428744 0 0.0689927064853144 0.0465017147507314 0.0452675707059773 0.0494657696873763 0.0592475560383134 0.0197219209150971
"existir" 0.0073915293074137 0 0 0.105160369563584 0.0216614318206433 0.00960891707504564 0 0 0 0.00974468914441629 0 0 0 0 0 0.0492805046323674 0.0232508573753657 0.0216497077289457 0.0395726157499011 0.00987459267305224 0.0197219209150971
"fala" 0 0 0.0122639195486878 0.0450687298129648 0 0.00960891707504564 0.0419609762920484 0.00906289650172195 0 0 0 0 0 0 0.022485384500075 0 0.0348762860630486 0.0354267944655474 0.0494657696873763 0.0394983706922089 0.0493048022877428
"guerra" 0.0665237637667233 0 0.0613195977434388 0.0450687298129648 0.032492147730965 0.0288267512251369 0 0 0.0171086398631309 0.0194893782888326 0.0622437024018746 0.0218627022299956 0.0256805341551104 0.0274589488714372 0 0 0 0 0 0 0
"justiça" 0.0960898809963781 0.0108032193593691 0.00408797318289592 0.0125190916147124 0.0216614318206433 0.0288267512251369 0 0 0.0684345594525235 0.00974468914441629 0.117164616285882 0.0218627022299956 0.00642013353877761 0.00549178977428744 0 0 0.00775028579178857 0.00787262099234388 0.00989315393747527 0 0
"sonhei" 0.0147830586148274 0 0 0 0 0 0.0139869920973495 0 0 0 0 0 0.00642013353877761 0.00549178977428744 0.00749512816669165 0.019712201852947 0.0561895719904671 0.0531401916983212 0.0791452314998021 0.0493729633652612 0.0394438418301943
"antiga" 0.0073915293074137 0.0270080483984227 0.053143651377647 0.00751145496882746 0.0108307159103217 0.0192178341500913 0.00699349604867473 0.0181257930034439 0.0171086398631309 0.0194893782888326 0.0219683655536028 0.0273283777874945 0.0128402670775552 0.0109835795485749 0.00749512816669165 0 0.0232508573753657 0.0216497077289457 0.0296794618124258 0.0296237780191567 0.0394438418301943
"erro" 0 0.0324096580781073 0.00408797318289592 0.0801221863341596 0.0216614318206433 0.00960891707504564 0 0.00906289650172195 0.00855431993156544 0 0 0.0163970266724967 0.0128402670775552 0.0109835795485749 0.00749512816669165 0.00985610092647349 0.0193757144794714 0.0196815524808597 0.0197863078749505 0.0296237780191567 0.0295828813726457
"existo" 0 0 0 0.0575878214276772 0 0.00960891707504564 0 0 0 0 0 0 0 0 0 0.0689927064853144 0.0387514289589429 0.0393631049617194 0.0494657696873763 0.0394983706922089 0.00986096045754857
"flôres" 0.125655998226033 0.140441851671798 0.0940233832066062 0 0 0 0 0 0.0171086398631309 0 0 0 0.0385208012326656 0 0.0524658971668416 0 0 0 0 0 0
"vale" 0.0147830586148274 0.0216064387187382 0.00817594636579184 0.0225343649064824 0 0.0192178341500913 0.0209804881460242 0 0 0 0 0 0.0256805341551104 0 0.0149902563333833 0.019712201852947 0.0387514289589429 0.0373949497136334 0.00989315393747527 0.0691221487113657 0.0394438418301943
"beijos" 0 0.0324096580781073 0.00817594636579184 0 0.0108307159103217 0.0192178341500913 0.139869920973495 0.00906289650172195 0.00855431993156544 0 0.0219683655536028 0.0382597289024924 0.032100667693888 0.0274589488714372 0.022485384500075 0 0.0155005715835771 0.0157452419846878 0 0.0197491853461045 0.0295828813726457
"conheço" 0 0.0270080483984227 0 0 0.0108307159103217 0.0192178341500913 0.00699349604867473 0 0 0 0.0109841827768014 0 0.0256805341551104 0 0.0299805126667666 0.0985610092647349 0.04068900040689 0.0413312602098053 0.0197863078749505 0.0394983706922089 0.0197219209150971
"doente" 0 0.0108032193593691 0 0.092641277948872 0 0.00960891707504564 0.0349674802433737 0.00906289650172195 0 0 0.0036613942589338 0.0491910800174902 0.00642013353877761 0.0219671590971498 0.00749512816669165 0.019712201852947 0.0116254286876829 0.0118089314885158 0 0.0197491853461045 0.0197219209150971
"fiz" 0 0.00540160967968455 0.00408797318289592 0.0150229099376549 0.0433228636412867 0 0.00699349604867473 0.0181257930034439 0 0 0.0109841827768014 0.0273283777874945 0.032100667693888 0 0.00749512816669165 0.0689927064853144 0.0348762860630486 0.0334586392174615 0.0296794618124258 0.00987459267305224 0.0493048022877428
"preciso" 0 0.00540160967968455 0 0.0375572748441373 0.0974764431928951 0.0672624195253195 0.00699349604867473 0 0.0342172797262618 0.0194893782888326 0.0292911540714704 0 0.00642013353877761 0 0 0.019712201852947 0.0213132859274186 0.0216497077289457 0.00989315393747527 0.0197491853461045 0.0493048022877428
"primavera" 0 0.0324096580781073 0.00817594636579184 0.0776183680112171 0.0108307159103217 0 0.0559479683893979 0.00906289650172195 0.00855431993156544 0 0.0219683655536028 0.00546567555749891 0 0.00549178977428744 0.0299805126667666 0.0295683027794205 0.0116254286876829 0.0137770867366018 0.0197863078749505 0 0
"estava" 0.0295661172296548 0.0270080483984227 0.0245278390973755 0.0625954580735622 0.0108307159103217 0.0288267512251369 0 0 0.00855431993156544 0 0.0073227885178676 0 0.0256805341551104 0.0329507386457246 0.00749512816669165 0.019712201852947 0.0155005715835771 0.0137770867366018 0 0.0296237780191567 0.00986096045754857
"futuro" 0.0147830586148274 0.0540160967968455 0.0204398659144796 0.0100152732917699 0 0.0384356683001826 0 0 0.0171086398631309 0 0.0292911540714704 0.0218627022299956 0 0.00549178977428744 0 0.0492805046323674 0.02712600027126 0.0255860182251176 0.0296794618124258 0.0296237780191567 0.00986096045754857
"gesto" 0 0.0216064387187382 0.0572316245605429 0 0.0108307159103217 0.0192178341500913 0.0279739841946989 0.00906289650172195 0.0256629597946963 0 0.0219683655536028 0 0 0 0.0374756408334583 0.039424403705894 0.0251884288233129 0.0275541734732036 0.0296794618124258 0.0296237780191567 0.0197219209150971
"gozo" 0 0.0378112677577918 0.0245278390973755 0.0625954580735622 0.0216614318206433 0.0192178341500913 0 0 0 0 0.0109841827768014 0.00546567555749891 0 0 0 0.039424403705894 0.0213132859274186 0.0216497077289457 0.0296794618124258 0.0197491853461045 0.0197219209150971
"olhando" 0 0.0216064387187382 0 0.0300458198753098 0 0 0.0489544723407231 0.00906289650172195 0.00855431993156544 0 0.018306971294669 0.0273283777874945 0.0128402670775552 0.0439343181942995 0.00749512816669165 0.0492805046323674 0.0213132859274186 0.0216497077289457 0.0197863078749505 0.0197491853461045 0.0197219209150971
"porto" 0 0.0108032193593691 0 0 0.0108307159103217 0 0.00699349604867473 0.00906289650172195 0.0171086398631309 0 0.0146455770357352 0 0.0128402670775552 0.0274589488714372 0 0.00985610092647349 0.04068900040689 0.0413312602098053 0.0890383854372774 0.0592475560383134 0.0295828813726457
"povo" 0.0295661172296548 0.00540160967968455 0.053143651377647 0.00751145496882746 0.0433228636412867 0.0288267512251369 0 0.00906289650172195 0.00855431993156544 0 0.0768892794376098 0.0163970266724967 0.0642013353877761 0.0439343181942995 0.00749512816669165 0 0.00387514289589429 0.00393631049617194 0 0 0.0197219209150971
"sequer" 0 0.0162048290390536 0.0122639195486878 0.0550840031047347 0.0433228636412867 0.00960891707504564 0.0489544723407231 0.00906289650172195 0 0 0 0 0.00642013353877761 0 0 0.0295683027794205 0.0251884288233129 0.0255860182251176 0.0296794618124258 0.0197491853461045 0.0295828813726457
"carne" 0.0147830586148274 0 0.00817594636579184 0.00751145496882746 0.06498429546193 0.0576535024502739 0 0 0.0256629597946963 0.0194893782888326 0.0402753368482718 0.109313511149978 0.00642013353877761 0.0164753693228623 0.0599610253335332 0.0295683027794205 0.00775028579178857 0.00787262099234388 0 0 0
"deuses" 0.0221745879222411 0.0162048290390536 0 0.0575878214276772 0 0.00960891707504564 0.00699349604867473 0.0181257930034439 0.00855431993156544 0 0.018306971294669 0.0327940533449934 0 0 0.022485384500075 0.019712201852947 0.0213132859274186 0.0196815524808597 0.0395726157499011 0.0296237780191567 0
"lysias" 0 0.421325555015395 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"serei" 0 0.0162048290390536 0 0.00751145496882746 0.0216614318206433 0.0384356683001826 0 0 0 0 0.0073227885178676 0.0109313511149978 0 0.00549178977428744 0.00749512816669165 0.0591366055588409 0.0387514289589429 0.0393631049617194 0.0395726157499011 0.0691221487113657 0.0295828813726457
"vinho" 0 0.0270080483984227 0.00817594636579184 0 0 0 0.0209804881460242 0.0271886895051659 0.0940975192472198 0.0779575131553304 0.018306971294669 0.0819851333624836 0.0128402670775552 0.0329507386457246 0 0.039424403705894 0.0116254286876829 0.0118089314885158 0 0.00987459267305224 0.00986096045754857
"virgem" 0.0443491758444822 0.0216064387187382 0.0694955441092306 0.00751145496882746 0.0108307159103217 0 0.0279739841946989 0.0181257930034439 0.0171086398631309 0 0.0292911540714704 0.0163970266724967 0.0577812018489985 0.049426107968587 0.0749512816669165 0 0 0 0 0 0
"cousas" 0.0295661172296548 0.0216064387187382 0.00408797318289592 0.0150229099376549 0 0 0 0 0 0 0.0439367311072056 0.0819851333624836 0 0 0.239844101334133 0 0.00193757144794714 0.00196815524808597 0 0.00987459267305224 0
"eram" 0 0.0324096580781073 0.0572316245605429 0.0200305465835399 0.0216614318206433 0.0192178341500913 0.0139869920973495 0.0181257930034439 0.00855431993156544 0.00974468914441629 0.0146455770357352 0.0437254044599913 0.0385208012326656 0.0274589488714372 0.0299805126667666 0 0.00775028579178857 0.00787262099234388 0.0395726157499011 0 0
"estes" 0.0221745879222411 0.0432128774374764 0.0245278390973755 0.0400610931670798 0 0.0192178341500913 0 0.0181257930034439 0.0342172797262618 0.0779575131553304 0.0402753368482718 0.0163970266724967 0.032100667693888 0.0109835795485749 0.0299805126667666 0 0.00193757144794714 0.00196815524808597 0 0.00987459267305224 0
"grito" 0.0073915293074137 0.0216064387187382 0.049055678194751 0.00751145496882746 0.032492147730965 0.0384356683001826 0.0489544723407231 0.0815660685154976 0 0.0682128240109141 0.0512595196250732 0.00546567555749891 0 0 0.022485384500075 0 0.00581271434384143 0.00590446574425791 0.00989315393747527 0.00987459267305224 0.00986096045754857
"pae" 0.147830586148274 0 0.0899354100237102 0 0 0 0 0 0.0342172797262618 0.00974468914441629 0.0256297598125366 0.0382597289024924 0.0513610683102209 0.0274589488714372 0.022485384500075 0 0 0 0 0 0
"passos" 0 0.0162048290390536 0.0122639195486878 0.0150229099376549 0.0108307159103217 0.00960891707504564 0.0489544723407231 0.0181257930034439 0 0 0.0219683655536028 0.0327940533449934 0.0385208012326656 0.00549178977428744 0.00749512816669165 0.019712201852947 0.0251884288233129 0.0236178629770316 0.00989315393747527 0.0493729633652612 0.00986096045754857
"quanta" 0 0.00540160967968455 0.0163518927315837 0 0 0.00960891707504564 0.0769284565354221 0 0.00855431993156544 0.0389787565776652 0 0 0 0.0329507386457246 0.00749512816669165 0.0788488074117879 0.04068900040689 0.0314904839693755 0.0197863078749505 0 0.00986096045754857
"torna" 0 0.0216064387187382 0.0163518927315837 0.0100152732917699 0.0216614318206433 0.00960891707504564 0.00699349604867473 0.0453144825086098 0 0.00974468914441629 0.0146455770357352 0.00546567555749891 0.0385208012326656 0.00549178977428744 0.0149902563333833 0.0295683027794205 0.02712600027126 0.0295223287212895 0 0.0296237780191567 0.0591657627452914
"ante" 0.0443491758444822 0.0324096580781073 0.0204398659144796 0 0.0108307159103217 0 0 0 0.00855431993156544 0.00974468914441629 0.0512595196250732 0 0.0128402670775552 0.00549178977428744 0.0374756408334583 0.019712201852947 0.0232508573753657 0.0255860182251176 0.0197863078749505 0.0197491853461045 0.0295828813726457
"breve" 0.0073915293074137 0.0216064387187382 0.0286158122802714 0 0.0108307159103217 0 0.00699349604867473 0.00906289650172195 0.0256629597946963 0 0.0219683655536028 0.0109313511149978 0.0642013353877761 0.0164753693228623 0.00749512816669165 0.0591366055588409 0.0251884288233129 0.0255860182251176 0.00989315393747527 0.0197491853461045 0.00986096045754857
"estrellas" 0.110872939611206 0.0324096580781073 0.0204398659144796 0 0 0 0 0.0906289650172195 0 0 0.0439367311072056 0.0983821600349803 0.00642013353877761 0.0439343181942995 0.00749512816669165 0 0 0 0 0 0
"genio" 0 0.0108032193593691 0.0245278390973755 0 0 0 0 0.0181257930034439 0.0171086398631309 0 0.216022261277094 0 0.00642013353877761 0.0219671590971498 0 0 0 0 0 0 0
"maior" 0.0221745879222411 0.0108032193593691 0.0327037854631674 0.0175267282605974 0.032492147730965 0.0288267512251369 0.0419609762920484 0.0181257930034439 0.0256629597946963 0.0487234457220815 0.018306971294669 0.00546567555749891 0.032100667693888 0.0329507386457246 0.00749512816669165 0.00985610092647349 0.0116254286876829 0.0118089314885158 0.0197863078749505 0 0.00986096045754857
"natural" 0.0073915293074137 0 0.0163518927315837 0.092641277948872 0.0108307159103217 0.00960891707504564 0 0.00906289650172195 0 0 0 0.0109313511149978 0 0.0109835795485749 0 0.039424403705894 0.0174381430315243 0.0177133972327737 0.00989315393747527 0.0197491853461045 0.0197219209150971
"brancas" 0 0.0108032193593691 0.0204398659144796 0.0225343649064824 0 0.00960891707504564 0.0559479683893979 0.00906289650172195 0 0.0194893782888326 0.0329525483304042 0.0491910800174902 0.0513610683102209 0.0274589488714372 0.0299805126667666 0 0.00775028579178857 0.00787262099234388 0.0197863078749505 0.00987459267305224 0.00986096045754857
"brando" 0 0.0324096580781073 0.0286158122802714 0 0 0.00960891707504564 0.0279739841946989 0 0 0.0194893782888326 0.0036613942589338 0.0218627022299956 0 0.00549178977428744 0.0149902563333833 0.0295683027794205 0.0329387146151014 0.0334586392174615 0.0692520775623269 0.00987459267305224 0.0197219209150971
"feira" 0.0073915293074137 0.0108032193593691 0 0 0 0 0.00699349604867473 0 0.0256629597946963 0.0389787565776652 0.0146455770357352 0 0.0385208012326656 0.0329507386457246 0 0 0.0368138575109957 0.0354267944655474 0.0989315393747527 0 0.00986096045754857
"igual" 0 0 0.0122639195486878 0.0150229099376549 0 0.00960891707504564 0.0349674802433737 0 0.00855431993156544 0.0194893782888326 0 0 0 0 0 0.0788488074117879 0.0387514289589429 0.0393631049617194 0.00989315393747527 0.0394983706922089 0.0394438418301943
"lembrança" 0 0.0540160967968455 0.0245278390973755 0 0.0216614318206433 0.0192178341500913 0.00699349604867473 0 0 0.0194893782888326 0.0109841827768014 0 0.00642013353877761 0.0219671590971498 0.022485384500075 0.0295683027794205 0.0310011431671543 0.0275541734732036 0.0197863078749505 0.0197491853461045 0.0394438418301943
"pó" 0.0147830586148274 0.00540160967968455 0.0122639195486878 0.0100152732917699 0.06498429546193 0.0384356683001826 0.0279739841946989 0.0453144825086098 0.00855431993156544 0.0194893782888326 0.0219683655536028 0.0327940533449934 0.00642013353877761 0.0164753693228623 0 0.00985610092647349 0.0174381430315243 0.0177133972327737 0.0296794618124258 0.0296237780191567 0.0197219209150971
"suave" 0 0.0216064387187382 0.049055678194751 0.00500763664588497 0.0108307159103217 0 0.0209804881460242 0.00906289650172195 0.0171086398631309 0 0.0036613942589338 0 0.0128402670775552 0 0 0.0591366055588409 0.0329387146151014 0.0314904839693755 0.0395726157499011 0.0197491853461045 0.0197219209150971
"vir" 0.0147830586148274 0.0162048290390536 0.00817594636579184 0.0300458198753098 0 0 0.0139869920973495 0.00906289650172195 0.0342172797262618 0.0194893782888326 0.0109841827768014 0.0273283777874945 0.0834617360041089 0.0329507386457246 0.00749512816669165 0.00985610092647349 0.01356300013563 0.0137770867366018 0.0197863078749505 0.0197491853461045 0
"vontade" 0 0.0108032193593691 0.00817594636579184 0.0200305465835399 0.032492147730965 0.0192178341500913 0.00699349604867473 0 0 0.00974468914441629 0 0.00546567555749891 0.0192604006163328 0.0219671590971498 0 0.0295683027794205 0.0348762860630486 0.0314904839693755 0.0791452314998021 0.00987459267305224 0.0197219209150971
"abismo" 0 0 0 0 0 0 0.00699349604867473 0 0.0171086398631309 0 0 0.00546567555749891 0 0 0.00749512816669165 0.0788488074117879 0.0465017147507314 0.0511720364502352 0.0296794618124258 0.0592475560383134 0.0197219209150971
"ave" 0.0073915293074137 0.0108032193593691 0.0613195977434388 0.0200305465835399 0.0108307159103217 0 0.0279739841946989 0.0181257930034439 0.00855431993156544 0.00974468914441629 0.0109841827768014 0.0218627022299956 0.0128402670775552 0.0384425284200121 0.0149902563333833 0.0295683027794205 0.01356300013563 0.0137770867366018 0.0197863078749505 0.00987459267305224 0.00986096045754857
"chama" 0.0073915293074137 0.0216064387187382 0.0408797318289592 0 0 0.0384356683001826 0.0349674802433737 0 0.0171086398631309 0 0.0219683655536028 0 0.0128402670775552 0.0549178977428744 0.022485384500075 0 0.0174381430315243 0.0177133972327737 0.0197863078749505 0.0394983706922089 0.0295828813726457
"deixei" 0.0073915293074137 0 0.00408797318289592 0 0 0 0.00699349604867473 0 0 0.0194893782888326 0 0 0 0.0109835795485749 0.00749512816669165 0.0295683027794205 0.0445641433027843 0.0432994154578913 0.0494657696873763 0.0789967413844179 0.0493048022877428
"dera" 0 0.00540160967968455 0.0163518927315837 0.0225343649064824 0 0 0.0909154486327715 0 0 0.0389787565776652 0.0109841827768014 0.0109313511149978 0.0192604006163328 0.0329507386457246 0 0.019712201852947 0.0213132859274186 0.0196815524808597 0.0296794618124258 0.0197491853461045 0.00986096045754857
"montanha" 0.0221745879222411 0.0810241451952682 0.0122639195486878 0 0 0.00960891707504564 0.00699349604867473 0.0362515860068878 0.0171086398631309 0.0194893782888326 0.0109841827768014 0 0.00642013353877761 0.0164753693228623 0 0 0.02712600027126 0.0236178629770316 0.0296794618124258 0.0296237780191567 0.0394438418301943
"treva" 0.0073915293074137 0.00540160967968455 0.00408797318289592 0 0 0.00960891707504564 0 0.0453144825086098 0.0342172797262618 0.0292340674332489 0.0256297598125366 0.00546567555749891 0.00642013353877761 0.0109835795485749 0.0599610253335332 0.0295683027794205 0.0251884288233129 0.0373949497136334 0.0197863078749505 0.0197491853461045 0
"andar" 0.0073915293074137 0.00540160967968455 0.0122639195486878 0.0375572748441373 0.0108307159103217 0.00960891707504564 0.0279739841946989 0 0.00855431993156544 0.0292340674332489 0.0146455770357352 0.0109313511149978 0.0706214689265537 0.0823768466143116 0.0149902563333833 0 0.00581271434384143 0.00590446574425791 0.0197863078749505 0 0.00986096045754857
"bate" 0 0 0.0204398659144796 0.0425649114900223 0 0.00960891707504564 0.0279739841946989 0.00906289650172195 0 0 0 0.0109313511149978 0.032100667693888 0.0109835795485749 0.0299805126667666 0 0.0213132859274186 0.0255860182251176 0.00989315393747527 0.0394983706922089 0.0295828813726457
"christo" 0.0517407051518959 0 0.0286158122802714 0 0 0 0 0.00906289650172195 0.136869118905047 0.0389787565776652 0.0512595196250732 0.0437254044599913 0.0577812018489985 0.0384425284200121 0 0 0 0 0 0 0
